,intensity,alpha_mf,alpha_rep,alpha_sim,alpha_nc,num_run,seed,seed_simcap
3,0.15789473684210525,1.063494345698472,1.0629969820947938,1.0714285714285714,1.0296530612758306,1,3888939032,1138741030.0
4,0.21052631578947367,1.084742872110952,1.0343618899293128,1.0264635124298316,1.0126769714897754,1,2243202498,2094058474.0
5,0.2631578947368421,1.0483493579024186,1.0406581451763095,1.0684474123539232,1.0406190705880003,1,4028161567,2194373706.0
6,0.3157894736842105,1.0437326069003736,1.0287801877329168,1.0389610389610389,1.0210180425628765,1,3627315901,400643902.0
7,0.3684210526315789,1.0480077394208165,1.0508174244624964,1.0526315789473684,0.9755526561395393,1,1740061441,225360666.0
8,0.42105263157894735,1.0401442685754956,1.0094584566393363,1.032258064516129,0.9592948813843855,1,2067306412,4259374073.0
9,0.47368421052631576,1.029457394449856,1.0143613254587776,1.0389610389610389,0.959377526817919,1,2778991117,4234155748.0
10,0.5263157894736842,1.0629701519182264,1.0255974902872211,0.9876543209876543,0.9317881084197025,1,3480934219,1596643218.0
11,0.5789473684210527,1.0463719363645347,0.9706625760601358,0.963855421686747,0.9399540758943555,1,2369588489,1949563922.0
12,0.631578947368421,1.036464623826409,0.9826784085967569,0.9803921568627452,0.8680333384045754,1,576721962,3002705267.0
13,0.6842105263157894,1.0419818784440995,0.9651139497144243,0.975609756097561,0.8598695949009539,1,3840459070,3936300604.0
14,0.7368421052631579,1.03842738779837,0.9689547238747332,0.9495548961424333,0.8559319554655701,1,348914243,3974576545.0
15,0.7894736842105263,1.0319873119387055,0.9178235857805846,0.9284332688588007,0.8244851154550072,1,295058689,1141732824.0
16,0.8421052631578947,0.9787287024510689,0.9126608759720533,0.9056603773584906,0.7913106913903812,1,638015026,1539939773.0
17,0.894736842105263,1.0309032978369703,0.8789589919428715,0.8755129958960328,0.7620893047288533,1,2899388246,2508040826.0
18,0.9473684210526315,1.0136723592244012,0.8621715602221048,0.8488063660477454,0.7387438085195243,1,4292424517,3755513648.0
19,1.0,0.970081262841557,0.8369943584365882,0.8547008547008548,0.7108734752120657,1,2808504703,1144904897.0
0,0.0,1.0867032333875504,1.0757639382251303,1.1428571428571428,1.091866125458455,2,1467973577,3112385368.0
1,0.05263157894736842,1.0463840223655283,1.0905243232151378,1.0918114143920596,1.0331785947159982,2,1286220283,3094477715.0
2,0.10526315789473684,1.0913458039404174,1.0666441037924959,1.0810810810810811,1.0800249540681388,2,3416037570,318580135.0
3,0.15789473684210525,1.0810625730161323,1.0876594854065647,1.0723860589812333,1.0435916378234362,2,3457560486,271930834.0
4,0.21052631578947367,1.0587055286978124,1.034563787769353,1.0695187165775402,1.0501605480476808,2,137218315,315403425.0
5,0.2631578947368421,1.083746885681801,1.0435914769148356,1.0869565217391306,1.025949589817621,2,3241736182,15581885.0
6,0.3157894736842105,1.0627800354463341,1.0730442937831277,1.0389610389610389,1.0237391204786743,2,2041328427,402319310.0
7,0.3684210526315789,1.0680487232925622,1.0585018673339703,1.0062893081761006,0.9709555548384106,2,1579902984,1210534779.0
8,0.42105263157894735,1.0469105023923682,0.9609153355078275,1.0876132930513596,0.9661161171611417,2,667577311,1061783503.0
9,0.47368421052631576,1.0214015350388448,1.022036586075126,0.9937888198757764,0.9610443722385646,2,2620492847,3442022471.0
10,0.5263157894736842,1.0426201698598645,0.9978113442498395,0.9815950920245399,0.9247637236134968,2,1120150344,1792349867.0
11,0.5789473684210527,1.0467981699208468,0.9820668679987332,0.9876543209876543,0.8977668598512107,2,3051248141,3815620802.0
12,0.631578947368421,1.0079751029484694,0.9916692295930537,0.9341825902335456,0.9193443356680127,2,3922469994,3817685794.0
13,0.6842105263157894,1.0572888839757715,0.9740814945189827,0.9480401093892433,0.850482802065319,2,1402347485,3072253945.0
14,0.7368421052631579,0.998300152704111,0.8987748919190751,0.9411764705882353,0.872891802796624,2,1935385613,2969061311.0
15,0.7894736842105263,1.0014011044663347,0.9229116404212303,0.9078014184397163,0.8059508752732824,2,2308645782,1318853065.0
16,0.8421052631578947,1.0116169384100822,0.9189018003014086,0.8888888888888888,0.8284821724335564,2,3490131295,1546372205.0
17,0.894736842105263,1.0242652331746323,0.8430751798994908,0.8695652173913043,0.7650090517086888,2,378755545,3296867749.0
18,0.9473684210526315,0.9916225978040454,0.8481867758948447,0.8876560332871013,0.7266812982929001,2,2718787848,4119279907.0
19,1.0,1.005803076347644,0.8570629617422447,0.8533333333333334,0.6910652127636928,2,4140953253,618296152.0
0,0.0,1.0764839143754978,1.0725510744630684,1.095890410958904,1.11202924573006,3,2506809155,3140980509.0
1,0.05263157894736842,1.0897872855249584,1.0985979240708412,1.1267605633802817,1.0864410908225586,3,382868113,1254673290.0
2,0.10526315789473684,1.0911007982055136,1.0635717289260067,1.0738255033557047,1.0794814878636578,3,1818805367,175752014.0
3,0.15789473684210525,1.0784426685734765,1.0849923181529766,1.0526315789473684,1.05905833973565,3,2962429863,2225780917.0
4,0.21052631578947367,1.0789117221738465,1.070343297598675,1.0810810810810811,1.06662988150026,3,1977883826,3505614701.0
5,0.2631578947368421,1.071713777881064,1.0344594036364898,1.0767160161507403,1.0275017757923033,3,148880371,557676910.0
6,0.3157894736842105,1.0290844971878068,1.048294993313645,1.0313075506445673,1.0077534692235937,3,1742421509,3489657095.0
7,0.3684210526315789,1.0126569503304301,1.0147751687724067,1.0526315789473684,1.0240895930245175,3,3003407642,2889094879.0
8,0.42105263157894735,1.0542510672765855,1.04988386161673,1.050656660412758,1.0130259404648458,3,1914081773,2312833874.0
9,0.47368421052631576,1.0467142907559235,0.982836323672109,0.9831029185867896,0.9475306265786739,3,3926788014,1231391528.0
10,0.5263157894736842,1.0325717182492833,0.9966342836520933,1.015228426395939,0.9252623047602178,3,58652932,3958463969.0
11,0.5789473684210527,1.0645207592086505,0.9900834286854123,0.975609756097561,0.9265751046693187,3,3279103488,319775342.0
12,0.631578947368421,1.0482903119142595,0.9798837612147581,0.975609756097561,0.8954976239827669,3,3114909082,1558826847.0
13,0.6842105263157894,1.0164290450481253,0.9703715473732757,0.955794504181601,0.870099850426452,3,727951886,1120170827.0
14,0.7368421052631579,1.009024941462932,0.9128815007430098,0.9491525423728813,0.8512759198939128,3,543451906,292382166.0
15,0.7894736842105263,1.0359555995904535,0.897945201202894,0.9046849757673667,0.8310188757612446,3,1811786258,4019418796.0
16,0.8421052631578947,0.9969924168501905,0.9020579658669962,0.9026798307475318,0.7956056680479284,3,3948279428,3810280332.0
17,0.894736842105263,1.0184148225770127,0.855225924726687,0.8695652173913043,0.7675412704695327,3,735811920,1608069422.0
18,0.9473684210526315,1.044588644016629,0.8712091167891155,0.8547008547008548,0.7506940684244614,3,1414942448,2123989234.0
19,1.0,0.9805483081430808,0.8178106925743723,0.847457627118644,0.6921397131244809,3,1831711468,2900852746.0
0,0.0,1.0762872456377057,1.1103656079647293,1.0748560460652592,1.1277443207915823,4,1321754105,2074355922.0
1,0.05263157894736842,1.0883122567022232,1.0861135123611523,1.1149825783972125,1.0477702140555447,4,1378715073,3176351795.0
2,0.10526315789473684,1.1056843929446993,1.0485084236559068,1.0359712230215827,1.0672917004589237,4,1033246,474424220.0
3,0.15789473684210525,1.08104949602542,1.0449481803437386,1.0810810810810811,1.0502169771405672,4,1587317015,3923159324.0
4,0.21052631578947367,1.0862953333468433,1.0296127545750706,1.0810810810810811,1.0303383619257502,4,4164007099,59749968.0
5,0.2631578947368421,1.0465136108604076,0.9983518212830643,1.0723860589812333,1.0454822013618406,4,2722568816,3446277853.0
6,0.3157894736842105,1.026461438356818,1.0654138094612065,1.0526315789473684,1.04477456266705,4,2837905666,1540308639.0
7,0.3684210526315789,1.0832968032304062,1.0037510420437286,1.0126582278481013,1.0010021490099221,4,3088301433,882570013.0
8,0.42105263157894735,1.0659605139550299,1.0173127695365751,1.0344827586206897,0.9734957185332427,4,2177896917,189020694.0
9,0.47368421052631576,1.0869287409987742,1.0055545165295923,1.0126582278481013,0.9200600074330213,4,4228037249,370926009.0
10,0.5263157894736842,1.0735835523066573,1.004286760935437,0.9832402234636872,0.941269481586314,4,873250833,1318772362.0
11,0.5789473684210527,1.0480797352528215,1.01039631593161,0.9979209979209979,0.888476254048018,4,1188056051,82950298.0
12,0.631578947368421,1.042806681036714,0.9598662963052864,0.9876543209876543,0.8773313376648171,4,4262416993,1025182347.0
13,0.6842105263157894,1.0516737948062478,0.9313694051584395,0.9492988133764831,0.8931673025937621,4,513963159,268621221.0
14,0.7368421052631579,1.047670525804744,0.9252320492295517,0.9411764705882353,0.858690844979157,4,37128372,2298433653.0
15,0.7894736842105263,1.0292153933584245,0.9169077166386501,0.9070294784580498,0.8119317915474606,4,912000409,1485908690.0
16,0.8421052631578947,1.0462899364992253,0.903036778744768,0.9153318077803203,0.7910409000521592,4,1067939794,3723870577.0
17,0.894736842105263,1.019727107865353,0.8702072037743661,0.9125475285171102,0.7773337425948239,4,1003072937,2088340772.0
18,0.9473684210526315,1.0263393510990642,0.8676746917892929,0.8527648234510327,0.7413474278348128,4,3664755397,3458391998.0
19,1.0,1.002967224643142,0.8288229091465831,0.851063829787234,0.6989289425449287,4,2077305973,2668069352.0
