,intensity,alpha_mf,alpha_rep,alpha_sim,alpha_nc,num_run,seed,seed_simcap
0,0.0,1.0495019206619283,1.07232288842004,1.0738255033557047,1.1264478241635427,0,2438264824,2579603130.0
1,0.05263157894736842,1.089527506898818,1.088538110049782,1.0810810810810811,1.0961220779881917,0,785150949,2443026449.0
2,0.10526315789473684,1.080868176033015,1.083652356079238,1.1049723756906076,1.069717070016964,0,847750098,720095765.0
3,0.15789473684210525,1.0758740221958816,1.0563798797539974,1.0509031198686372,1.0469811915189027,0,1704587439,3711476501.0
4,0.21052631578947367,1.0861574153171547,1.042861125381409,1.0810810810810811,1.009704992736211,0,2648057003,2396906081.0
5,0.2631578947368421,1.0330402657400117,1.0779832449297628,1.118881118881119,1.0108463811022936,0,2529522502,2376628923.0
6,0.3157894736842105,1.0974287047923872,1.035588186419379,1.0572687224669604,1.0296269868214691,0,259242836,3615763647.0
7,0.3684210526315789,1.0232822682597793,1.0421649222578147,1.0256410256410255,1.0066202578511299,0,3736024900,2396579952.0
8,0.42105263157894735,1.0518201271050782,1.0298438644690031,0.997506234413965,0.971270437318859,0,37030947,3811240009.0
9,0.47368421052631576,1.0190456658663793,0.9932572665101472,0.9946714031971581,0.9514519377556221,0,1650356402,2672312498.0
10,0.5263157894736842,1.0820655648004724,0.9825308977412512,0.9937888198757764,0.9218290065976857,0,2881048044,91497427.0
11,0.5789473684210527,1.0484712865967805,0.9889421325352745,0.9685230024213076,0.9358308148461941,0,3409008017,3908139525.0
12,0.631578947368421,1.014890311787283,0.952049467843496,0.9352517985611511,0.9084464334838924,0,2778720038,603215858.0
13,0.6842105263157894,1.02539143193802,0.9459447080809829,0.9685230024213076,0.8617978105963715,0,1544400767,98582597.0
14,0.7368421052631579,1.0009529352440703,0.9359216907222155,0.9195402298850575,0.8370131543964849,0,1816889903,3795964966.0
15,0.7894736842105263,1.0217315447605821,0.9005887670197977,0.9411764705882353,0.8213340261417555,0,2277845273,2987110691.0
16,0.8421052631578947,0.9987383714991529,0.9027955694816915,0.8695652173913043,0.7762963825734902,0,1732247134,3608198156.0
17,0.894736842105263,1.001421200113059,0.8656500653821908,0.8830022075055188,0.7745402557609021,0,512255016,93275368.0
18,0.9473684210526315,1.0543382153237455,0.8550084155736927,0.8695652173913043,0.7144974013366634,0,2550946115,2892394296.0
19,1.0,1.017426374534021,0.8356001774670235,0.8527648234510327,0.7089520145556786,0,3384484868,492474096.0
0,0.0,1.052939634570786,1.047136408384784,1.0810810810810811,1.0917477497056178,1,15161701,3251164427.0
1,0.05263157894736842,1.1032302675731738,1.1092066712590414,1.0389610389610389,1.0742284848409807,1,2748790244,3839556274.0
2,0.10526315789473684,1.0863562771032886,1.0635539945203918,1.1111111111111112,1.045737729938786,1,2098232166,1935674938.0
